Five-Year Ofsted Inspection Data: Initial teacher education,,,,,,,,,,,,,,,
This worksheet contains one table. Each row in the table shows information about an initial teacher education provider at a given time. Blank cells indicate that the provider had not been inspected at the time of reporting.,,,,,,,,,,,,,,,
URN,Name,Five-Year Ofsted Inspection Data publish date,Publication type,Remit,As at date,Published date,Government office region,Local authority area,Constituency,Postcode,Provider type,Phase,Overall effectiveness,The quality of education and training,Leadership and management
70069,Suffolk and Norfolk Primary SCITT,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,East of England,Suffolk,Not available,IP4 1QJ,SCITT,Primary,1,2,2
70070,University of Sunderland,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North East,Sunderland,Not available,SR6 0DD,HEI,FE,2,2,2
70070,University of Sunderland,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North East,Sunderland,Not available,SR6 0DD,HEI,Primary,2,1,1
70070,University of Sunderland,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North East,Sunderland,Not available,SR6 0DD,HEI,Secondary,2,2,2
70071,University of Sussex,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,South East,Brighton and Hove,Not available,BN1 9QQ,HEI,Primary,1,2,2
70071,University of Sussex,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,South East,Brighton and Hove,Not available,BN1 9QQ,HEI,Secondary,2,2,2
70071,University of Sussex,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,South East,Brighton and Hove,Not available,BN1 9QQ,HEI,Early years,,,
70072,South West Teacher Training,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,South West,Devon,Not available,EX2 9JU,SCITT,Primary,2,2,1
70072,South West Teacher Training,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,South West,Devon,Not available,EX2 9JU,SCITT,Secondary,2,2,1
70073,Essex and Thames SCITT,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,East of England,Essex,Not available,SS11 7BJ,SCITT,Primary,2,2,2
70073,Essex and Thames SCITT,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,East of England,Essex,Not available,SS11 7BJ,SCITT,Secondary,,,
70074,Titan Teaching Training,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,West Midlands,Birmingham,Not available,B19 3JG,SCITT,Primary,2,2,2
70074,Titan Teaching Training,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,West Midlands,Birmingham,Not available,B19 3JG,SCITT,Secondary,2,2,2
70075,Birmingham City University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,West Midlands,Birmingham,Not available,B42 2SU,HEI,FE,2,2,2
70075,Birmingham City University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,West Midlands,Birmingham,Not available,B42 2SU,HEI,Primary,2,2,2
70075,Birmingham City University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,West Midlands,Birmingham,Not available,B42 2SU,HEI,Secondary,2,2,2
70076,University of East Anglia,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,East of England,Norfolk,Not available,NR4 7TJ,HEI,Primary,2,2,2
70076,University of East Anglia,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,East of England,Norfolk,Not available,NR4 7TJ,HEI,Secondary,2,2,2
70077,University of East London,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,London,Newham,Not available,E15 4LZ,HEI,FE,2,2,2
70077,University of East London,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,London,Newham,Not available,E15 4LZ,HEI,Primary,2,2,2
70077,University of East London,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,London,Newham,Not available,E15 4LZ,HEI,Secondary,2,2,2
70079,University of the West of England,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,South West,South Gloucestershire,Not available,BS16 1QY,HEI,Primary,2,2,1
70079,University of the West of England,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,South West,South Gloucestershire,Not available,BS16 1QY,HEI,Secondary,2,1,1
70079,University of the West of England,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,South West,South Gloucestershire,Not available,BS16 1QY,HEI,Early years,,,
70080,Wandsworth Primary Schools' Consortium,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,London,Wandsworth,Not available,SW8 4EN,SCITT,Primary,2,1,1
70081,University of Warwick,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,West Midlands,Coventry,Not available,CV4 8EE,HEI,FE,2,2,2
70081,University of Warwick,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,West Midlands,Coventry,Not available,CV4 8EE,HEI,Primary,1,2,2
70081,University of Warwick,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,West Midlands,Coventry,Not available,CV4 8EE,HEI,Secondary,1,2,2
70083,West Midlands Consortium,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,West Midlands,Telford and Wrekin,Not available,TF3 4NW,SCITT,Primary,2,2,2
70083,West Midlands Consortium,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,West Midlands,Telford and Wrekin,Not available,TF3 4NW,SCITT,Secondary,2,2,2
70084,University of Wolverhampton,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,West Midlands,Walsall,Not available,WS1 3BD,HEI,Early years,4,2,2
70084,University of Wolverhampton,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,West Midlands,Walsall,Not available,WS1 3BD,HEI,FE,2,2,2
70084,University of Wolverhampton,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,West Midlands,Walsall,Not available,WS1 3BD,HEI,Primary,2,2,2
70084,University of Wolverhampton,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,West Midlands,Walsall,Not available,WS1 3BD,HEI,Secondary,2,1,1
70085,University of Worcester,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,West Midlands,Worcestershire,Not available,WR2 6AJ,HEI,FE,2,2,2
70085,University of Worcester,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,West Midlands,Worcestershire,Not available,WR2 6AJ,HEI,Primary,2,1,1
70085,University of Worcester,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,West Midlands,Worcestershire,Not available,WR2 6AJ,HEI,Secondary,2,1,1
70086,Mid Essex Initial Teacher Training,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,East of England,Essex,Not available,CM7 1WY,SCITT,Secondary,1,1,1
70087,University of York,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,Yorkshire and The Humber,York,Not available,YO10 5DD,HEI,Secondary,2,2,2
70089,Primary Catholic Partnership SCITT,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,South East,Southampton,Not available,SO16 9LP,SCITT,Primary,1,2,2
70090,London School of Jewish Studies (LSJS),03/12/2024,OS,Initial teacher education,31/08/2021,Not available,London,Barnet,Not available,NW4 2SJ,SCITT,Primary,1,1,1
70090,London School of Jewish Studies (LSJS),03/12/2024,OS,Initial teacher education,31/08/2021,Not available,London,Barnet,Not available,NW4 2SJ,SCITT,Secondary,1,1,1
70091,The Shire Foundation,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,East of England,Luton,Not available,LU1 5EZ,SCITT,Primary,2,2,2
70092,Essex Primary SCITT,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,East of England,Essex,Not available,CM2 9DG,SCITT,Early years,2,2,1
70092,Essex Primary SCITT,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,East of England,Essex,Not available,CM2 9DG,SCITT,Primary,1,2,1
70094,BEC Teacher Training,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,East of England,Essex,Not available,SS12 0LZ,SCITT,Primary,1,1,1
70094,BEC Teacher Training,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,East of England,Essex,Not available,SS12 0LZ,SCITT,Secondary,,,
70106,University of Teesside,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North East,Northumberland,Not available,NE61 2BW,ITE in FE,FE,2,1,1
70118,York St John University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,Yorkshire and The Humber,York,Not available,YO31 7EX,HEI,Primary,2,1,1
70118,York St John University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,Yorkshire and The Humber,York,Not available,YO31 7EX,HEI,Secondary,2,1,1
70119,University College London (UCL),03/12/2024,OS,Initial teacher education,31/08/2021,Not available,London,Camden,Not available,WC1H 0AL,HEI,FE,1,1,1
70119,University College London (UCL),03/12/2024,OS,Initial teacher education,31/08/2021,Not available,London,Camden,Not available,WC1H 0AL,HEI,Primary,1,1,1
70119,University College London (UCL),03/12/2024,OS,Initial teacher education,31/08/2021,Not available,London,Camden,Not available,WC1H 0AL,HEI,Secondary,1,1,1
70119,University College London (UCL),03/12/2024,OS,Initial teacher education,31/08/2021,Not available,London,Camden,Not available,WC1H 0AL,HEI,Early years,,,
70120,St Mary's University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,London,Richmond upon Thames,Not available,TW1 4SX,HEI,Primary,1,2,2
70120,St Mary's University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,London,Richmond upon Thames,Not available,TW1 4SX,HEI,Secondary,1,2,2
70121,University of Winchester,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,South East,Hampshire,Not available,SO22 4NR,HEI,Primary,1,2,2
70121,University of Winchester,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,South East,Hampshire,Not available,SO22 4NR,HEI,Secondary,1,2,1
70122,"Goldsmiths, University of London",03/12/2024,OS,Initial teacher education,31/08/2021,Not available,London,Lewisham,Not available,SE14 6NW,HEI,Primary,2,2,1
70122,"Goldsmiths, University of London",03/12/2024,OS,Initial teacher education,31/08/2021,Not available,London,Lewisham,Not available,SE14 6NW,HEI,Secondary,2,2,1
70123,University of Sheffield,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,Yorkshire and The Humber,Sheffield,Not available,S10 2GW,HEI,Secondary,2,2,2
70124,Nottingham Trent University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,East Midlands,Nottingham,Not available,NG11 8NS,HEI,FE,2,2,2
70124,Nottingham Trent University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,East Midlands,Nottingham,Not available,NG11 8NS,HEI,Primary,2,2,1
70124,Nottingham Trent University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,East Midlands,Nottingham,Not available,NG11 8NS,HEI,Secondary,2,2,2
70124,Nottingham Trent University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,East Midlands,Nottingham,Not available,NG11 8NS,HEI,Early years,,,
70125,Northumbria University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North East,Newcastle upon Tyne,Not available,NE7 7XA,HEI,Primary,2,2,2
70125,Northumbria University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North East,Newcastle upon Tyne,Not available,NE7 7XA,HEI,Secondary,2,2,2
70126,Newcastle University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North East,Newcastle upon Tyne,Not available,NE1 7RU,HEI,Primary,2,2,2
70126,Newcastle University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North East,Newcastle upon Tyne,Not available,NE1 7RU,HEI,Secondary,2,2,2
70127,Leeds Trinity University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,Yorkshire and The Humber,Leeds,Not available,LS18 5HD,HEI,Primary,2,1,1
70127,Leeds Trinity University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,Yorkshire and The Humber,Leeds,Not available,LS18 5HD,HEI,Secondary,2,2,2
70128,University of Cumbria,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North West,Lancashire,Not available,LA1 3JD,HEI,Primary,2,2,2
70128,University of Cumbria,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North West,Lancashire,Not available,LA1 3JD,HEI,Secondary,2,2,2
70129,Edge Hill University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North West,Lancashire,Not available,L39 4QP,HEI,FE,1,1,1
70129,Edge Hill University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North West,Lancashire,Not available,L39 4QP,HEI,Primary,2,2,1
70129,Edge Hill University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North West,Lancashire,Not available,L39 4QP,HEI,Secondary,2,2,1
70130,Liverpool Hope University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North West,Liverpool,Not available,L16 9JD,HEI,FE,4,2,2
70130,Liverpool Hope University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North West,Liverpool,Not available,L16 9JD,HEI,Primary,3,3,3
70130,Liverpool Hope University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North West,Liverpool,Not available,L16 9JD,HEI,Secondary,3,1,1
70131,Plymouth Marjon University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,South West,Plymouth,Not available,PL6 8BH,HEI,Primary,2,1,1
70131,Plymouth Marjon University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,South West,Plymouth,Not available,PL6 8BH,HEI,Secondary,2,1,1
70131,Plymouth Marjon University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,South West,Plymouth,Not available,PL6 8BH,HEI,Early years,,,
70132,University of Chester,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North West,Cheshire West and Chester,Not available,CH1 4BJ,HEI,Early years,2,1,1
70132,University of Chester,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North West,Cheshire West and Chester,Not available,CH1 4BJ,HEI,Primary,1,2,2
70132,University of Chester,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North West,Cheshire West and Chester,Not available,CH1 4BJ,HEI,Secondary,1,2,2
70133,University of Cambridge,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,East of England,Cambridgeshire,Not available,CB2 8PQ,HEI,Primary,1,2,2
70133,University of Cambridge,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,East of England,Cambridgeshire,Not available,CB2 8PQ,HEI,Secondary,1,2,2
70134,Bradford College,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,Yorkshire and The Humber,Bradford,Not available,BD7 1AY,SCITT,Primary,2,1,1
70134,Bradford College,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,Yorkshire and The Humber,Bradford,Not available,BD7 1AY,SCITT,Secondary,2,2,2
70135,Newman University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,West Midlands,Birmingham,Not available,B32 3NT,HEI,Primary,2,2,2
70135,Newman University,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,West Midlands,Birmingham,Not available,B32 3NT,HEI,Secondary,2,1,1
70141,Devon Primary SCITT,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,South West,Devon,Not available,EX2 6HA,SCITT,Primary,1,2,2
70143,SAF Initial Teacher Training,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,East of England,Bedford,Not available,MK41 9QJ,SCITT,Primary,2,1,1
70143,SAF Initial Teacher Training,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,East of England,Bedford,Not available,MK41 9QJ,SCITT,Secondary,2,2,2
70144,North East Partnership SCITT (Physical Education),03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North East,North Tyneside,Not available,NE29 9PU,SCITT,Secondary,1,1,1
70144,North East Partnership SCITT (Physical Education),03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North East,North Tyneside,Not available,NE29 9PU,SCITT,Primary,,,
70147,Suffolk and Norfolk Secondary SCITT,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,East of England,Suffolk,Not available,IP4 1QJ,SCITT,Secondary,2,1,1
70150,High Force Education SCITT,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North East,Durham,Not available,DL12 8LG,SCITT,Primary,1,1,1
70152,University of Central Lancashire,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,North West,Lancashire,Not available,PR1 2HE,ITE in FE,FE,2,1,1
70154,SCITT in East London Schools (SCITTELS),03/12/2024,OS,Initial teacher education,31/08/2021,Not available,London,Newham,Not available,E15 1JY,SCITT,Primary,1,2,2
70156,Colchester Teacher Training Consortium,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,East of England,Essex,Not available,CO3 3US,SCITT,Primary,1,2,2
70156,Colchester Teacher Training Consortium,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,East of England,Essex,Not available,CO3 3US,SCITT,Secondary,1,2,2
70157,Royal Academy of Dance,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,London,Wandsworth,Not available,SW11 3RA,SCITT,Secondary,1,2,2
70159,University College Birmingham,03/12/2024,OS,Initial teacher education,31/08/2021,Not available,West Midlands,Birmingham,Not available,B3 1JB,HEI,Primary,2,2,1
