Five-Year Ofsted Inspection Data: Non-association independent schools,,,,,,,,,,,,,,,,,,,,
This worksheet contains one table. Each row in the table shows information about an independent school at a given time. Blank cells indicate that the provider had not been inspected at the time of reporting.,,,,,,,,,,,,,,,,,,,,
URN,Name,Five-Year Ofsted Inspection Data publish date,Publication type,Remit,As at date,Published date,Government office region,Local authority area,Constituency,Postcode,Provider type,Overall effectiveness,Effectiveness of leadership and management,Quality of education,Personal development,Behaviour and attitudes,Safeguarding is effective?,Early years provision (where applicable),Sixth form provision (where applicable),Independent school standards met
122136,Cambian Potterspury Lodge School,03/12/2024,OS,Non-association independent schools,31/08/2021,17/03/2020,East Midlands,West Northamptonshire,South Northamptonshire,NN12 7LL,Other Independent Special School,2,2,2,2,2,Yes,9,2,All standards Met
122933,Orchard School,03/12/2024,OS,Non-association independent schools,31/08/2021,11/12/2017,East Midlands,Nottinghamshire,Newark,DN22 0DJ,Other Independent School,2,2,9,9,9,Yes,2,9,All standards Met
122941,The Iona School,03/12/2024,OS,Non-association independent schools,31/08/2021,26/09/2021,East Midlands,Nottingham,Nottingham East,NG3 7DN,Other Independent School,2,2,2,2,2,Yes,2,9,All standards Met
123326,Park School,03/12/2024,OS,Non-association independent schools,31/08/2021,16/04/2018,South East,Oxfordshire,Witney,OX7 5QH,Other Independent Special School,1,1,9,9,9,Yes,9,0,All standards Met
123615,The White House School,03/12/2024,OS,Non-association independent schools,31/08/2021,20/06/2017,West Midlands,Shropshire,North Shropshire,SY13 2AA,Other Independent School,2,2,9,9,9,Yes,2,9,All standards Met
123621,Overley Hall School,03/12/2024,OS,Non-association independent schools,31/08/2021,29/07/2019,West Midlands,Telford and Wrekin,The Wrekin,TF6 5HE,Other Independent Special School,2,2,9,9,9,Yes,9,2,All standards Met
123920,Marchant Holliday School,03/12/2024,OS,Non-association independent schools,31/08/2021,11/03/2020,South West,Somerset,Somerton and Frome,BA8 0AH,Other Independent Special School,2,2,2,2,2,Yes,9,9,All standards Met
123933,Sedgemoor Manor School,03/12/2024,OS,Non-association independent schools,31/08/2021,25/02/2019,South West,Somerset,Wells,TA9 4NP,Other Independent Special School,2,2,9,9,9,Yes,9,2,All standards Met
124488,Maple Hayes Hall School,03/12/2024,OS,Non-association independent schools,31/08/2021,24/11/2017,West Midlands,Staffordshire,Lichfield,WS13 8BL,Other Independent Special School,1,1,9,9,9,Yes,9,9,All standards Met
124495,Roaches School,03/12/2024,OS,Non-association independent schools,31/08/2021,07/09/2018,West Midlands,Staffordshire,Staffordshire Moorlands,ST8 7AB,Other Independent Special School,1,1,9,9,9,Yes,9,9,All standards Met
124879,Bramfield House School,03/12/2024,OS,Non-association independent schools,31/08/2021,03/03/2020,East of England,Suffolk,Suffolk Coastal,IP19 9AB,Other Independent Special School,2,2,2,1,2,Yes,9,9,All standards Met
124899,Felixstowe International College,03/12/2024,OS,Non-association independent schools,31/08/2021,10/06/2019,East of England,Suffolk,Suffolk Coastal,IP11 7NA,Other Independent School,2,2,9,9,9,Yes,9,2,All standards Met
125385,"Moon Hall School, Reigate",03/12/2024,OS,Non-association independent schools,31/08/2021,07/07/2021,South East,Surrey,Mole Valley,RH2 8RE,Other Independent School,2,2,2,2,2,Yes,9,9,All standards Met
125403,More House School,03/12/2024,OS,Non-association independent schools,31/08/2021,25/03/2019,South East,Surrey,South West Surrey,GU10 3AP,Other Independent Special School,1,1,9,9,9,Yes,9,1,All standards Met
125436,Knowl Hill School,03/12/2024,OS,Non-association independent schools,31/08/2021,01/12/2017,South East,Surrey,Woking,GU24 0JN,Other Independent Special School,2,2,9,9,9,Yes,9,9,All standards Met
125790,Arc School Old Arley,03/12/2024,OS,Non-association independent schools,31/08/2021,18/06/2018,West Midlands,Warwickshire,Nuneaton,CV7 8NU,Other Independent Special School,2,2,9,9,9,Yes,9,9,All standards Met
125814,Aidenswood,03/12/2024,OS,Non-association independent schools,31/08/2021,10/07/2019,North West,Cheshire East,Congleton,CW12 4ED,Other Independent Special School,1,1,9,9,9,Yes,9,9,All standards Met
126132,Rikkyo School-in-England,03/12/2024,OS,Non-association independent schools,31/08/2021,14/09/2018,South East,West Sussex,Horsham,RH12 3BE,Other Independent School,2,2,9,9,9,Yes,9,9,All standards Met
126139,Farney Close School,03/12/2024,OS,Non-association independent schools,31/08/2021,13/01/2019,South East,West Sussex,Mid Sussex,RH17 5RD,Other Independent Special School,3,3,9,9,9,Yes,9,2,Did not meet all standards
126141,Philpots Manor School,03/12/2024,OS,Non-association independent schools,31/08/2021,17/06/2019,South East,West Sussex,Mid Sussex,RH19 4PR,Other Independent Special School,2,2,9,9,9,Yes,9,1,All standards Met
126149,Central Education Ltd,03/12/2024,OS,Non-association independent schools,31/08/2021,25/04/2019,South East,West Sussex,Mid Sussex,RH16 1DB,Other Independent Special School,3,3,9,9,9,Yes,9,9,All standards Met
126523,Avondale Preparatory School,03/12/2024,OS,Non-association independent schools,31/08/2021,19/07/2018,South West,Wiltshire,Devizes,SP4 9DR,Other Independent School,2,2,9,9,9,Yes,2,9,All standards Met
126542,Calder House School,03/12/2024,OS,Non-association independent schools,31/08/2021,20/01/2019,South West,Wiltshire,North Wiltshire,SN14 8BN,Other Independent Special School,1,1,9,9,9,Yes,9,9,All standards Met
127003,On Track Education Centre (Mildenhall),03/12/2024,OS,Non-association independent schools,31/08/2021,25/02/2019,East of England,Suffolk,West Suffolk,IP28 7RD,Other Independent Special School,2,2,9,9,9,Yes,9,9,All standards Met
128078,Oakwood Community School,03/12/2024,OS,Non-association independent schools,31/08/2021,06/09/2021,East Midlands,Leicestershire,Bosworth,CV13 0JD,Other Independent Special School,3,3,3,3,3,Yes,9,9,All standards Met
129252,Three Bridges,03/12/2024,OS,Non-association independent schools,31/08/2021,16/12/2019,South West,Cornwall,Camborne and Redruth,TR4 8EG,Other Independent Special School,2,1,2,1,1,Yes,9,2,All standards Met
129511,Norwich Steiner School,03/12/2024,OS,Non-association independent schools,31/08/2021,12/06/2019,East of England,Norfolk,Norwich South,NR1 2HW,Other Independent School,2,2,9,9,9,Yes,2,2,All standards Met
129571,Learn 4 Life School,03/12/2024,OS,Non-association independent schools,31/08/2021,18/10/2018,North West,Lancashire,West Lancashire,WN8 9AL,Other Independent Special School,2,2,9,9,9,Yes,9,9,All standards Met
130244,Al-Ameen Primary School ,03/12/2024,OS,Non-association independent schools,31/08/2021,21/12/2017,West Midlands,Birmingham,"Birmingham, Hall Green",B11 2JR,Other Independent School,2,2,9,9,9,Yes,2,9,All standards Met
130245,Olive Secondary,03/12/2024,OS,Non-association independent schools,31/08/2021,24/04/2019,Yorkshire and The Humber,Bradford,Bradford East,BD3 0AD,Other Independent School,3,3,9,9,9,Yes,9,9,All standards Met
130274,New Horizon Community School,03/12/2024,OS,Non-association independent schools,31/08/2021,25/02/2019,Yorkshire and The Humber,Leeds,Leeds North East,LS7 4JE,Other Independent School,4,4,9,9,9,No,9,9,Did not meet all standards
130283,Bicker Preparatory School and Early Years,03/12/2024,OS,Non-association independent schools,31/08/2021,14/06/2018,East Midlands,Lincolnshire,Boston and Skegness,PE20 3DW,Other Independent School,2,2,9,9,9,Yes,1,9,All standards Met
130285,Al Jamiah Al Islamiyyah,03/12/2024,OS,Non-association independent schools,31/08/2021,13/10/2020,North West,Bolton,Bolton South East,BL3 4HE,Other Independent School,4,4,9,9,9,No,9,4,Did not meet all standards
130286,Beis Ruchel Girls School,03/12/2024,OS,Non-association independent schools,31/08/2021,26/03/2019,North West,Salford,Blackley and Broughton,M7 4AE,Other Independent School,3,3,9,9,9,Yes,3,9,Did not meet all standards
130287,Yeshivah Ohr Torah School,03/12/2024,OS,Non-association independent schools,31/08/2021,14/11/2018,North West,Salford,Blackley and Broughton,M7 4FX,Other Independent School,4,4,9,9,9,No,9,9,Did not meet all standards
130318,Manchester Islamic Grammar School for Girls,03/12/2024,OS,Non-association independent schools,31/08/2021,03/04/2019,North West,Manchester,"Manchester, Withington",M21 9FA,Other Independent School,1,1,9,9,9,Yes,9,9,All standards Met
130321,Meadowpark School,03/12/2024,OS,Non-association independent schools,31/08/2021,12/07/2021,South West,Wiltshire,North Wiltshire,SN6 6DD,Other Independent School,4,4,3,2,2,No,2,9,Did not meet all standards
130323,Emmanuel School,03/12/2024,OS,Non-association independent schools,31/08/2021,27/02/2020,West Midlands,Walsall,Walsall South,WS2 8PR,Other Independent School,3,3,3,2,2,Yes,2,9,Did not meet all standards
130331,Rabia Girls' and Boys' School,03/12/2024,OS,Non-association independent schools,31/08/2021,12/03/2018,East of England,Luton,Luton South,LU4 8AX,Other Independent School,4,4,9,9,9,No,9,9,Did not meet all standards
130367,Appletree School,03/12/2024,OS,Non-association independent schools,31/08/2021,08/01/2020,North West,Cumbria,Westmorland and Lonsdale,LA9 7QS,Other Independent Special School,2,2,2,2,2,Yes,9,9,All standards Met
130391,Andalusia Academy Bristol,03/12/2024,OS,Non-association independent schools,31/08/2021,23/06/2020,South West,Bristol,Bristol West,BS2 0BA,Other Independent School,4,4,4,3,4,No,4,9,Did not meet all standards
130826,Tashbar of Edgware,03/12/2024,OS,Non-association independent schools,31/08/2021,11/03/2020,London,Barnet,Hendon,HA8 8JL,Other Independent School,4,4,3,3,2,Yes,4,9,Did not meet all standards
130854,Acorn Cottage The Lodge,03/12/2024,OS,Non-association independent schools,31/08/2021,24/07/2019,East of England,Suffolk,South Suffolk,IP7 6NY,Other Independent Special School,3,3,9,9,9,Yes,9,9,Did not meet all standards
130855,Gable End,03/12/2024,OS,Non-association independent schools,31/08/2021,14/03/2019,East of England,Suffolk,South Suffolk,IP7 7NL,Other Independent Special School,2,2,9,9,9,Yes,9,9,All standards Met
130857,Crystal Gardens Primary School,03/12/2024,OS,Non-association independent schools,31/08/2021,31/03/2019,Yorkshire and The Humber,Bradford,Bradford East,BD5 7PE,Other Independent School,1,1,9,9,9,Yes,1,9,All standards Met
130902,Spen Brook School,03/12/2024,OS,Non-association independent schools,31/08/2021,11/09/2019,North West,Blackpool,Blackpool South,FY4 5AJ,Other Independent Special School,1,1,9,9,9,Yes,9,9,All standards Met
130913,The Limes School,03/12/2024,OS,Non-association independent schools,31/08/2021,06/02/2019,North West,Tameside,Ashton-under-Lyne,OL7 9DU,Other Independent Special School,2,2,9,9,9,Yes,9,9,All standards Met
130979,Lighthouse School,03/12/2024,OS,Non-association independent schools,31/08/2021,13/09/2021,South East,Kent,South Thanet,CT9 2QJ,Other Independent Special School,4,4,3,2,4,No,9,9,Did not meet all standards
131004,Options Trent Acres School,03/12/2024,OS,Non-association independent schools,31/08/2021,16/11/2018,West Midlands,Staffordshire,Lichfield,DE13 7HR,Other Independent Special School,1,1,9,9,9,Yes,9,1,All standards Met
131015,Etz Chaim Boys School,03/12/2024,OS,Non-association independent schools,31/08/2021,24/10/2017,North West,Manchester,Blackley and Broughton,M7 4LJ,Other Independent School,2,2,9,9,9,Yes,9,9,All standards Met
131016,Newbury Manor School,03/12/2024,OS,Non-association independent schools,31/08/2021,23/01/2019,South West,Somerset,Somerton and Frome,BA11 3RG,Other Independent Special School,2,2,9,9,9,Yes,9,2,All standards Met
131018,The Shires,03/12/2024,OS,Non-association independent schools,31/08/2021,10/09/2019,East Midlands,Rutland,Rutland and Melton,LE15 7GT,Other Independent Special School,2,2,9,9,9,Yes,9,9,All standards Met
131025,Belmont School,03/12/2024,OS,Non-association independent schools,31/08/2021,27/02/2018,North West,Lancashire,Rossendale and Darwen,BB4 6RX,Other Independent Special School,2,2,9,9,9,Yes,9,9,All standards Met
131026,Beis Soroh Schneirer,03/12/2024,OS,Non-association independent schools,31/08/2021,15/07/2019,London,Barnet,Hendon,NW9 6AX,Other Independent School,3,2,9,9,9,Yes,2,9,All standards Met
131033,Oakwood School,03/12/2024,OS,Non-association independent schools,31/08/2021,15/03/2020,West Midlands,Shropshire,Hertsmere,EN6 1AG,Other Independent Special School,2,1,2,1,2,Yes,9,9,All standards Met
131059,Brondesbury College London,03/12/2024,OS,Non-association independent schools,31/08/2021,23/04/2018,London,Brent,Hampstead and Kilburn,NW6 7BT,Other Independent School,1,1,9,9,9,Yes,9,9,All standards Met
131064,Chilworth House School,03/12/2024,OS,Non-association independent schools,31/08/2021,02/12/2019,South East,Oxfordshire,Henley,OX33 1JP,Other Independent Special School,1,1,1,1,1,Yes,9,9,All standards Met
131119,Jamia Al-Hudaa Residential College,03/12/2024,OS,Non-association independent schools,31/08/2021,29/01/2019,East Midlands,Nottingham,Nottingham East,NG3 5TT,Other Independent School,4,4,9,9,9,No,9,4,Did not meet all standards
131121,Talmud Torah Tiferes Shlomo,03/12/2024,OS,Non-association independent schools,31/08/2021,03/03/2020,London,Barnet,Hendon,NW4 2NB,Other Independent School,2,2,2,2,1,Yes,2,9,All standards Met
131122,Al-Mahad Al-Islami,03/12/2024,OS,Non-association independent schools,31/08/2021,20/03/2019,Yorkshire and The Humber,Sheffield,Sheffield South East,S9 5FP,Other Independent School,4,4,9,9,9,No,9,9,Did not meet all standards
131127,Drive Preparatory School,03/12/2024,OS,Non-association independent schools,31/08/2021,04/03/2019,South East,Brighton and Hove,Hove,BN3 6GE,Other Independent School,2,2,9,9,9,Yes,9,9,All standards Met
131128,Finchley and Acton Yochien School,03/12/2024,OS,Non-association independent schools,31/08/2021,09/10/2019,London,Barnet,Finchley and Golders Green,N3 1UE,Other Independent School,2,2,9,9,9,Yes,2,9,All standards Met
131131,Al-Furqaan Preparatory School,03/12/2024,OS,Non-association independent schools,31/08/2021,19/01/2020,Yorkshire and The Humber,Kirklees,Dewsbury,WF13 2JR,Other Independent School,2,2,2,1,1,Yes,2,9,All standards Met
131136,Denby Grange School,03/12/2024,OS,Non-association independent schools,31/08/2021,07/02/2019,Yorkshire and The Humber,Wakefield,Wakefield,WF4 4JG,Other Independent Special School,2,2,9,9,9,Yes,9,9,All standards Met
131138,Progress School,03/12/2024,OS,Non-association independent schools,31/08/2021,13/05/2020,North West,Lancashire,Chorley,PR5 6AQ,Other Independent Special School,1,1,1,1,1,Yes,9,1,All standards Met
131139,Manor House School,03/12/2024,OS,Non-association independent schools,31/08/2021,15/09/2021,South East,West Sussex,Horsham,RH13 0QX,Other Independent Special School,3,3,3,2,2,Yes,9,9,All standards Met
131158,Mill Cottage Montessori School,03/12/2024,OS,Non-association independent schools,31/08/2021,07/05/2020,Yorkshire and The Humber,Calderdale,Calder Valley,HD6 4HA,Other Independent School,3,3,3,2,2,Yes,2,9,Did not meet all standards
131163,Red Rose School,03/12/2024,OS,Non-association independent schools,31/08/2021,03/05/2018,North West,Lancashire,Fylde,FY8 2NQ,Other Independent Special School,1,1,9,9,9,Yes,9,9,All standards Met
131164,Green Oak Academy,03/12/2024,OS,Non-association independent schools,31/08/2021,04/03/2020,West Midlands,Birmingham,"Birmingham, Hall Green",B13 9BB,Other Independent School,2,2,2,2,1,Yes,9,9,All standards Met
131165,The Fulham Prep School Ltd,03/12/2024,OS,Non-association independent schools,31/08/2021,08/07/2020,London,Hammersmith and Fulham,Hammersmith,W14 9SD,Other Independent School,2,2,2,1,2,Yes,1,0,All standards Met
131170,Beis Aharon School,03/12/2024,OS,Non-association independent schools,31/08/2021,29/07/2019,London,Hackney,Hackney North and Stoke Newington,N16 5ED,Other Independent School,3,3,9,9,9,Yes,3,9,All standards Met
131171,Darwin School,03/12/2024,OS,Non-association independent schools,31/08/2021,17/09/2018,West Midlands,Shropshire,Hertsmere,EN6 1BB,Other Independent Special School,2,2,9,9,9,Yes,9,9,All standards Met
131181,Beech Grove School,03/12/2024,OS,Non-association independent schools,31/08/2021,08/01/2020,South East,Kent,Dover,CT15 4FB,Other Independent School,2,2,2,1,1,Yes,0,2,All standards Met
131198,Green Gables Montessori Primary School,03/12/2024,OS,Non-association independent schools,31/08/2021,07/03/2018,London,Tower Hamlets,Poplar and Limehouse,E1W 2RG,Other Independent School,2,2,9,9,9,Yes,2,9,All standards Met
131237,Cavendish School,03/12/2024,OS,Non-association independent schools,31/08/2021,11/06/2018,London,Southwark,Bermondsey and Old Southwark,SE16 2PA,Other Independent Special School,1,1,9,9,9,Yes,9,9,All standards Met
131261,Barnet Hill Academy,03/12/2024,OS,Non-association independent schools,31/08/2021,17/09/2018,London,Barnet,Hendon,NW4 3ES,Other Independent School,2,2,9,9,9,Yes,2,9,All standards Met
131288,WENTWORTH COLLEGE,03/12/2024,OS,Non-association independent schools,31/08/2021,24/02/2020,London,Barnet,Hendon,NW11 9LH,Other Independent School,4,4,4,3,2,Yes,9,3,Did not meet all standards
131291,The Academy School,03/12/2024,OS,Non-association independent schools,31/08/2021,13/01/2020,London,Camden,Hampstead and Kilburn,NW3 1NG,Other Independent School,1,1,1,1,1,Yes,9,9,All standards Met
